
0,0,5000,15000,10000,12700,2, 2,2,1,1,1,1,12900,2,2,2,1,0,1,2,14000,6000,12000,24000,91600
0,1,5000,14000,27000,14300,2, 2,0,0,0,3,3,12800,2,2,1,3,2,0,0,18000,10000,15000,18000,115100
0,2,6000,14000,38000,14600,2, 2,0,0,0,0,6,13000,2,1,2,2,0,0,3,12000,0,0,54000,131600
0,3,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,4,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,5,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,6,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,7,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,8,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,9,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,10,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,11,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,12,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,13,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,14,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,15,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,16,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,17,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,18,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,19,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,20,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,21,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,22,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,23,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,24,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,25,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,26,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,27,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,28,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,29,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,30,7000,14000,42000,13500,2, 2,1,0,0,0,5,13500,2,2,1,0,0,0,5,0,0,0,70000,139000
0,31,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
0,32,7000,14000,42000,13500,1, 2,2,0,0,0,5,13500,1,2,2,0,0,0,5,0,0,0,70000,139000
